latitude;longitude
2.457148294318216;48.852668654211726
2.460491279051098;48.849219547151705
2.4947259345152872;48.85432255226553
2.4583654902970977;48.85300109051707
2.4566869736625847;48.85094490649939
2.4567780476668872;48.85253016790335
2.486046692164564;48.85236532557067
2.4933238152114257;48.85440208547763
2.4582475062919684;48.85444472598297
2.486362511949636;48.85262064146107
2.4819470167682027;48.85241847520783
2.481774144555118;48.85233988690274
2.496331952300608;48.85488174997582
2.451207797103905;48.8455112194288
2.466012762483871;48.843597710869915
2.46295974994743;48.85237820857924
2.4625680159490173;48.85185713480169
2.4728297448943692;48.850549748676514
2.4948359446760264;48.851485962329036
2.4581815220284966;48.846095435685726
2.4564699785437085;48.851757273553574
2.466115045009616;48.84366051426113
2.4464796469935095;48.85531617388281
2.4732766737709824;48.854363599764696
2.470294021232519;48.84595653422056
2.4579210623211907;48.85276623213704
2.4750585317753746;48.85079985419958
2.4614626282173617;48.84888365594978
2.4668255260873764;48.85256411149342
2.4863160658847505;48.852296691912386
2.472162560175377;48.842521272417144
2.4569033324980296;48.85249918886231
2.456512913561852;48.84967277345427
2.4643904328655424;48.852565063471246
2.456560167609524;48.85199900706931
2.4675905796251527;48.8525802480583
2.468005132522876;48.84566269237746
2.4728371533767017;48.844133965855434
2.470704235524238;48.84635095656262
2.4596323023533557;48.85285483259594
2.4710843934600746;48.85105950020764
2.4639533905939857;48.85249430630708
2.478700124072134;48.850398504538106
2.4920117540850413;48.853384082053736
2.456310149580787;48.849645469408955
2.4705787330485123;48.85317935639935
2.4671260490466977;48.84431503786385
2.4647612953373255;48.85240378836593
2.4561553875614095;48.84931444722241
2.460848236586145;48.85177991545905
2.4577887727968744;48.85303402015444
2.4588074087771474;48.852946165853126
2.475867509606644;48.854223192772594
2.465067360307046;48.84853860980189
2.47356327063315;48.84619389711503
2.4623382366089857;48.85219695664486
2.459777126507589;48.84874008799409
2.4566332429857596;48.850729207819256
2.4568192458757494;48.84952313253467
2.469191208432278;48.84304754352206
2.4707406890438506;48.84763732912762
2.48590437799578;48.85247784012989
2.4651513827327847;48.84730432659288
2.456414005003893;48.84960591499993
2.4592957872195598;48.85368066277684
2.4612394530600454;48.852522246766966
2.4564412201942787;48.852398499749995
2.466993002780839;48.85257963205788
2.4565601676095525;48.85173471194989
2.472620073907592;48.84050435015703
2.483640656449694;48.8524596141871
2.4533918466534033;48.85160713701572
2.4565829163072976;48.852317886261545
2.4566869899292385;48.85018566061689
2.456343380573344;48.84962200032598
2.4652256095723146;48.85255532181205
2.456313695354993;48.849646198097105
2.4684523425867724;48.84328253004307
2.4696570000093345;48.85357250369756
2.456509580121832;48.84953296166492
2.4778844065244527;48.84738107724638
2.453523430364413;48.85412688028978
2.4741705111379133;48.851100682130976
2.4956237224741074;48.84992318821446
2.467645656962219;48.84611841757393
2.4720080502528674;48.84845639756725
2.4462863742382694;48.85512421698462
2.453405367881544;48.853927239234594
2.4649679526328043;48.85247696733242
2.469985881688075;48.85349676193323
2.471800335806705;48.846789115829495
2.4733121235339013;48.83785931229974
2.450968594327719;48.845070128755594
2.4694007648976424;48.84561476019829
2.4727696963329038;48.857652949806806
2.496267687553086;48.85514762536175
2.4959303844509293;48.84919764508598
2.464006135521714;48.852431749405326
2.4732795945037367;48.85402250763943
2.4513100928451195;48.845770450513896
2.466032175073167;48.84365852025286
2.470597489637811;48.84624523772237
2.4692539282133907;48.85385179458743
2.475655954741427;48.835742745035844
2.4853858976144068;48.85245400903227
2.4722485108024728;48.84730950483112
2.4564773617216247;48.84956944991575
2.456701929746913;48.849383201306495
2.464173291984878;48.852430538927194
2.4848077735454694;48.85129949141165
2.467624224246947;48.85572263499381
2.4562515589815064;48.84968073555933
2.4725974584771393;48.846254602372085
2.4697563859778313;48.85350072732584
2.457636434735633;48.85591559487895
2.4661142725174443;48.84365492230154
2.470045168440066;48.853675334047296
2.454196623859275;48.850565599891866
2.485864547609168;48.85248367386106
2.4693779586329754;48.84624789126451
2.457488526522752;48.85258230033256
2.4491567524930815;48.852680031142285
2.4598072380208293;48.84912206521889
2.477093002247301;48.84955528963428
2.464668237609999;48.8524631378593
2.4880313620834045;48.84556185776262
2.4723682010478853;48.84859029682954
2.4594518121833175;48.848106444919495
2.496368792782647;48.848827138294354
2.4567311413941013;48.85240710687995
2.4888838127635324;48.85243551342958
2.4656911207103747;48.85259401936506
2.456640649355222;48.85003991032801
2.466264353024968;48.8436840504846
2.4657203000939774;48.85268458881953
2.474137362402246;48.84742287562875
2.467152645226605;48.85247715055786
2.4721067486480592;48.852440143592844
2.4662698413887654;48.84370089295524
2.485952184072403;48.85250524492693
2.4685595093795314;48.852993179703475
2.462789454601676;48.84833459234176
2.473774273144727;48.84623308075953
2.486129287091046;48.85234647888839
2.4750428257346186;48.846610400641026
2.4859975656236486;48.85233709345482
2.467749995998048;48.847424345406495
2.477298800991832;48.85218867588125
2.4667204701954404;48.84410084178964
2.4821599452130556;48.85246057737373
2.4530719038091604;48.85378719167372
2.4745573269270835;48.84734830348833
2.481841082090682;48.8524790100777
2.467223029450082;48.852615288434976
2.495510517799943;48.84884898883192
2.4651485850059487;48.84338602710625
2.4673833838217547;48.844444801845526
2.4697685397237024;48.85358382391004
2.4883324163189116;48.85377448719663
2.457098691519036;48.85255301765187
2.4563274836456515;48.84961053619861
2.4732854657862617;48.85161010038138
2.468516594849916;48.84505815858063
2.4657906333230244;48.85237003709847
2.471185868520706;48.85630787132118
2.4630694870907917;48.85219940226838
2.4815610896875455;48.86149500621565
2.467055532109299;48.85266013430518
2.472560860881856;48.8487679120218
2.4696926891797943;48.85354775411247
2.4710137369897893;48.84642279806491
2.470878143473584;48.85373515792304
2.4563716945005183;48.851672430257906
2.469397301635695;48.84471739829408
2.47522359282857;48.849044552774075
2.4661201095688625;48.84371516659294
2.4864109175955775;48.85253698283168
2.458255265896412;48.85304564868758
2.4586054065578082;48.850075217245546
2.4875921325349566;48.85245363156224
2.478580552934261;48.84721913091559
2.4456034663940045;48.85625919495945
2.4752911732341545;48.847423839681056
2.4859880677011006;48.85233446072618
2.490967356663589;48.84822281035841
